Nachname|Vorname|Geburtsdatum|Geschlecht|Status|PLZ|Ort|Straße|Aussiedler|1. Staatsang.|Konfession|StatistikKrz Konfession|Aufnahmedatum|Abmeldedatum Religionsunterricht|Anmeldedatum Religionsunterricht|Schulpflicht erf.|Reform-Pädagogik|Nr. Stammschule|Jahr|Abschnitt|Jahrgang|Klasse|Schulgliederung|OrgForm|Klassenart|Fachklasse|Noch frei|Verpflichtung Sprachförderkurs|Teilnahme Sprachförderkurs|Einschulungsjahr|Übergangsempf. JG5|Jahr Wechsel S1|1. Schulform S1|Jahr Wechsel S2|Förderschwerpunkt|2. Förderschwerpunkt|Schwerstbehinderung|Autist|LS Schulnr.|LS Schulform|Herkunft|LS Entlassdatum|LS Jahrgang|LS Versetzung|LS Reformpädagogik|LS Gliederung|LS Fachklasse|LS Abschluss|Abschluss|Schulnr. neue Schule|Zuzugsjahr|Geburtsland Schüler|Geburtsland Mutter|Geburtsland Vater|Verkehrssprache|Dauer Kindergartenbesuch|Ende Eingliederungsphase|Ende Anschlussförderung
Hau|Thorsten|23.11.2003|m|2|48366|Laer|Fürstenbrunner Weg 175|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|109101|G|G|31.07.2014|04|11|||||G|||||163||||
Heinrich|Claudia|08.05.2004|w|2|45894|Gelsenkirchen|Schießgasse 201|N|000|alevitisch|AR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|192557|G|G|31.07.2014|04|11|||||G|||||163|tr|||
Hoffham|Gabriele|02.04.2004|w|2|52152|Simmerath|Am Generalshof 357|N|000|evangelisch|ER|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy|2019|||N|N|168464|GY|GY|31.07.2019|09|11|||||G|||||||||
Hoffmann|Tobias|26.02.2004|m|2|57234|Wilnsdorf|Schwarzer Weg 238|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Hofmann|Dirk|23.11.2004|m|2|32832|Augustdorf|Raumbacher Straße 245|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|129100|G|G|31.07.2014|04|11|||||G|||||165||||
Hogen|Laura|22.09.2003|w|2|48145|Münster|Neuer Weg 179|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R|2014|Gy||||N|N|151130|G|G|31.07.2014|04|11|||||G|||||||||
Ingwersen|Sophie|29.11.2004|w|2|50181|Bedburg|Birkheidering 209|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|109101|G|G|31.07.2014|04|11|||||G||||130|130|hr|||
Jebsen|Stephanie|06.08.2004|w|2|32683|Barntrup|Alt-Lietzow 121|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G|||||||||
Jennings|Kristin|28.06.2004|w|2|33428|Harsewinkel|Biesdorfer Weg 335|N|000|katholisch|KR|01.02.2016|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010||2014|R||||N|N|193770|R|R|31.01.2016|06|11|||||G|||||||||
Jonas|Andreas|21.04.2002|m|2|32429|Minden|Köllnischer Wursthof 310|N|000|katholisch|KR|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2008|H|2013|H|2019|||N|N|193770|R|R|31.07.2019|10|11|||||G||||444|444|ru|||
Jones|Klaudia|24.07.2002|w|2|42489|Wülfrath|Stahnweg 477|N|000|islamisch|IR|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2008|R|2013|R|2019|||N|N|162851|R|R|31.07.2019|10|11|||||G||||163|163||||
Jüpsien|Simone|30.06.2004|w|2|51588|Nümbrecht|Fritschestraße 29|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||163||tr|||
Kammerer|Lisa|09.10.2004|w|2|45886|Gelsenkirchen|An der Krummen Lake 269|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G||||451|451||||
Kerstiens|Stephan|07.02.2004|m|2|59425|Unna|Marienstrasse 481|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G|||||||||
Knottner|Peter|15.09.2002|m|2|50735|Köln|Bummweg 274|N|152|katholisch|KR|12.08.2015|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009||2014|||||N|N|||AS|11.08.2015||99|||||G||2015|152|152|152|pl|||
Köhn|Jörg|07.02.2004|m|2|45144|Essen|Kleine Gasse 356|N|000|ohne Bekenntnis|OH|01.08.2015||11.02.2019|J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010||2014|Gy||||N|N|168099|GY|GY|31.07.2015|05|11|||||G||||432|||||
Kortmann|Lea|08.05.2003|w|2|50935|Köln|Elmsteiner Weg 11|N|000|evangelisch|ER|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|R|2013|R|2019|||N|N|193770|R|R|31.07.2018|10|11|||||G|||||||||
Kraus|Sandra|12.10.2003|w|2|32479|Hille|Pollandt'sche Privatstraße 360|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G|||||||||
Kube|Jessika|23.11.2002|w|2|52152|Simmerath|Marienstraße 436|N|000|evangelisch|ER|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2013|R|2019|||N|N|193770|R|R|31.07.2019|10|11|||||G|||||||||
Kuglann|Klaudia|06.12.2004|w|2|40233|Düsseldorf|Sternallee 9|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|133176|G|G|31.07.2014|04|11|||||G|||||||||
Linneborn|Daniel|24.08.2004|m|2|50827|Köln|Bachstraße 408|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|109370|G|G|31.07.2014|04|11|||||G|||||||||
Lippmann|Kathrin, Katrin|07.08.2004|w|2|00000|unbekannt verzogen|Spindlers Hof 39|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|109101|G|G|31.07.2014|04|11|||||G|||||||||
Ludwig|Philipp|13.11.2004|m|2|58769|Nachrodt-Wiblingwerde|Breite Straße 79|N|000|katholisch|KR|09.09.2016|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|168464|GY|GY|09.09.2016|07|11|||||G|||||||||
Melchers|Katja|11.04.2004|w|2|45527|Hattingen|Berghauser Straße 375|N|000|evangelisch freikirchlich|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|111259|G|G|31.07.2014|04|11|||||G|||||||||
Menzel|Jens|21.02.2003|m|2|45136|Essen|Arrheniusweg 42|N|000|katholisch|KR|01.08.2013|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2013|Gy||||N|N|192557|G|G|31.07.2013|04|11|||||G|||||||||
Müller|Jan|23.12.2004|m|2|44309|Dortmund|Spreegäßlein 318|N|000|ohne Bekenntnis|OH|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||134|el|||
Naundorf|Anke|12.11.2003|w|2|42853|Remscheid|Kleine Scheunenquergasse 385|N|000|orthodoxe|XO|01.08.2015|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009||2013|R|2015|||N|N|162851|R|R|26.06.2015|06|11|||||G|||||||||
Neuendorff|Leon|16.06.2004|m|2|32816|Schieder-Schwalenberg|Sebastiankirch-Gasse 326|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|192557|G|G|31.07.2014|04|11|||||G|||||||||
Niehaus|Phillipp|28.07.2004|m|2|45481|Mülheim|Schäfergasse 72|N|000|ohne Bekenntnis|OH|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G||||444|444|ru|||
Oelschlaeger|Jens|30.04.2003|m|2|46354|Südlohn|Rießerseestraße 275|N|000|evangelisch|ER|01.08.2016|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2013|Gy||||N|N|168464|GY|GY|31.07.2016|07|00|||||G|||||||||
Onckels|Sabrina|09.12.2003|w|2|47506|Neukirchen-Vluyn|Breitscheidplatz 421|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G|||||||||
Pauli|Bernd|22.06.2004|m|2|53225|Bonn|Bellevuestraße 401|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|130990|G|G|31.07.2014|04|11|||||G|||||||||
Peter|Benjamin|23.07.2004|m|2|59348|Lüdinghausen|Apelstraße 377|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G|||||||||
Pfirrmann|Petra|07.08.2004|w|2|46399|Bocholt|Schmale Gasse 323|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|111259|G|G|31.07.2014|04|11|||||G|||||||||
Pogalis|Sabrina|03.10.2004|w|2|45470|Mülheim|Karlstraße 435|N|000|orthodoxe|XO|01.08.2014|||N|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2014|Gy|2014|Gy||||N|N|109101|G|G|31.07.2014|04|11|||||G|||||||||
Rieck|Gabriele|22.10.2003|w|2|48145|Münster|Rohrwallallee 458|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||152|152||||
Riekend|Stephanie|23.10.2004|w|2|53937|Schleiden|Biebersdorfer Weg 392|N|170|orthodoxe|XO|01.08.2014|||N|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2014|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||2004|170|170||sr|||
Rumpschlag|Markus|15.08.2003|m|2|41352|Korschenbroich|Branitzer Platz 333|N|000|evangelisch|ER|01.08.2013|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|R/Gy|2013|Gy||SG||N|N|122257|G|G|31.07.2013|04|11|||||||||160|||||
Ryll|Mario|27.11.2003|m|2|47226|Duisburg|Myliusgarten 80|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|111259|G|G|31.07.2014|04|11|||||G|||||||||
Scheen|Simone|02.06.2004|w|2|59071|Hamm|Fürstenbrunner Weg 306|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|100870|G|G|31.07.2014|04|11|||||G||||152|152|pl|||
Scherf|Phillipp|26.11.2003|m|2|47441|Moers|Alt-Schmöckwitz 353|N|000|islamisch|IR|23.08.2016|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010||2014|||||N|N|||AS|22.08.2016||99|||||G||2016||252|252|ar||22.08.2018|
Schieche|Paul|20.09.2002|m|2|49545|Tecklenburg|Gottfried-Keller-Straße 471|N|000|islamisch|IR|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2008||2012|H|2019|||N|N|160076|R|R|31.07.2019|10|11|||||G||||163|163||||
Scholer|Kristian|29.08.2003|m|2|45219|Essen|Otto-Krüger-Zeile 116|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G||||163||tr|||
Selmann|Christine|12.10.2003|w|2|59063|Hamm|Kremmener Straße 293|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G||||170|||||
Skala|Sara|18.04.2004|w|2|33647|Bielefeld|Froschteichplatz 368|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||122|||||
Sönnicksen|Sandra|07.10.2004|w|2|40231|Düsseldorf|Emrichstraße 194|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|109101|G|G|31.07.2014|04|11|||||G|||||||||
Spica|Jessica|04.07.2004|w|2|33611|Bielefeld|Bellstraße 247|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G|||||||||
Stache|Jessika|30.11.2002|w|2|44536|Lünen|Schmale Gasse 434|N|000|ohne Bekenntnis|OH|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|R|2013|R|2019|||N|N|162851|R|R|31.07.2019|10|11|||||G||||163|163||||
Sünkes|Manuela|24.08.2002|w|2|32699|Extertal|Schulgartenstraße 194|N|000|ohne Bekenntnis|OH|01.08.2013|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2013|Gy||||N|N|135148|G|G|31.07.2013|04|11||||||||||||||
Thielen|Frank|15.01.2005|m|2|33609|Bielefeld|Friedrich-Karl-Platz 173|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Thomas|Stefan|15.09.2004|m|2|33098|Paderborn|Eosanderstraße 497|N|000|islamisch|IR|01.08.2017|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|166923|GY|GY|31.07.2017|07|11|||||G|||||252||||
Threinen|Manuela|08.02.2003|w|2|46483|Wesel|Schloßparkstraße 291|N|000|islamisch|IR|01.08.2013|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2013|Gy||||N|N|116490|G|G|31.07.2013|04|11|||||||||163|163|tr|||
Tretow|Melanie|18.12.2004|w|2|47623|Kevelaer|Philipp-Jacob-Rauch-Straße 45|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||163|||||
van Dülmen|Diana|14.09.2005|w|2|52355|Düren|Feldstraße 290|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|131581|G|G|31.07.2014|04|11|||||G||||130|122||||
Varensell|Stefan|08.08.2004|m|2|45127|Essen|Emmy-Zehden-Weg 106|N|000|evangelisch|ER|03.02.2017|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|168464|GY|GY|02.02.2017|09|03|||||G|||||||||
Volmert|Marco|21.03.2003|m|2|47119|Duisburg|Adenauerdamm 165|N|000|ohne Bekenntnis|OH|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2009|Gy|2013|Gy|2019|||N|N|193770|R|R|31.07.2019|10|11|||||G|||||||||
Wackerow|Steffen|04.12.2003|m|2|47053|Duisburg|Schlegelstraße 163|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|110346|G|G|31.07.2014|04|11|||||G|||||||||
Walther|Kerstin|16.04.2004|w|2|45473|Mülheim|Liebknechtplatz 286|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|133176|G|G|31.07.2014|04|11|||||G|||||475|ar|||
Wanders|Klaus|14.06.2004|m|2|44797|Bochum|Gutenbergplatz 271|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R/Gy|2014|Gy||||N|N|130990|G|G|31.07.2014|04|11|||||G|||||||||
Warburg|Annett|16.07.2004|w|2|42477|Radevormwald|Norheimer Straße 233|N|000|islamisch|IR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|116490|G|G|31.07.2014|04|11|||||G|||||||||
Wiegmann|Nadine|13.07.2004|w|2|42857|Remscheid|Köllnische Gasse 398|N|000|katholisch|KR|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|124163|G|G|31.07.2014|04|11|||||G|||||||||
Wischnewski|Laura|12.09.2002|w|2|52062|Aachen|Rehborner Straße 23|N|000|katholisch|KR|01.08.2019|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2008|Gy|2012|Gy|2019|||N|N|162851|R|R|31.07.2019|10|11|||||G||||152|152|pl|||
Zech|Monika|03.02.2004|w|2|33729|Bielefeld|Müggelspreeweg 68|N|000|evangelisch|ER|01.08.2014|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|Gy|2014|Gy||||N|N|109101|G|G|31.07.2014|04|11|||||G|||||||||
Zibulski|Gabriele|01.08.2004|w|2|45259|Essen|Karlplatz 355|N|000|katholisch|KR|03.02.2015|||J|||2021|1|Q2|Q2|GY8|1|RK|||N|N|2010|R|2014|R||||N|N|162851|R|R|02.02.2015|05|11|||||G||||152|152||||
